Order ID,Order Date,Region,Category,Sub-Category,Sales,Profit
ORD-1407,28-12-2023,East,Office Supplies,Binders,178.44,36.41
ORD-1408,18-03-2023,Central,Office Supplies,Paper,139.31,21.72
ORD-1409,01-02-2023,West,Office Supplies,Art,269.79,7.71
ORD-1410,05-02-2023,West,Furniture,Bookcases,128.5,11.0
ORD-1411,06-01-2024,East,Office Supplies,Paper,147.42,21.57
ORD-1412,26-11-2024,East,Office Supplies,Art,196.38,46.11
ORD-1413,20-03-2023,East,Office Supplies,Art,128.55,25.34
ORD-1414,18-11-2023,Central,Furniture,Chairs,329.09,38.96
ORD-1415,27-01-2023,Central,Office Supplies,Art,96.48,22.2
ORD-1416,29-07-2024,West,Technology,Copiers,533.64,51.83
ORD-1417,08-08-2023,South,Furniture,Furnishings,61.75,-7.58
ORD-1418,24-07-2023,West,Technology,Copiers,235.79,83.77
ORD-1419,26-06-2023,South,Office Supplies,Binders,68.71,0.97
ORD-1420,29-11-2024,South,Technology,Machines,316.11,41.09
ORD-1421,27-12-2024,West,Office Supplies,Storage,100.67,30.22
ORD-1422,11-06-2023,Central,Technology,Accessories,220.98,69.08
ORD-1423,06-01-2024,East,Furniture,Tables,61.37,-9.05
ORD-1424,23-05-2023,West,Office Supplies,Storage,673.73,119.93
ORD-1425,21-07-2024,East,Office Supplies,Paper,232.08,43.69
ORD-1426,18-09-2024,South,Furniture,Furnishings,129.78,12.6
ORD-1427,05-05-2024,East,Technology,Phones,146.99,25.27
ORD-1428,09-05-2023,South,Office Supplies,Art,55.81,2.3
ORD-1429,22-04-2024,Central,Office Supplies,Paper,137.6,31.84
ORD-1430,13-05-2023,East,Technology,Phones,694.75,192.66
ORD-1431,08-05-2023,East,Office Supplies,Paper,67.93,6.93
ORD-1432,27-11-2023,South,Furniture,Bookcases,69.92,8.12
ORD-1433,22-03-2023,West,Office Supplies,Storage,108.55,15.8
ORD-1434,09-05-2023,East,Office Supplies,Binders,372.67,42.48
ORD-1435,29-05-2024,Central,Office Supplies,Paper,132.39,11.34
ORD-1436,25-06-2023,Central,Technology,Machines,458.94,109.41
ORD-1437,31-07-2024,West,Technology,Phones,278.45,37.23
ORD-1438,16-02-2023,South,Technology,Machines,419.69,71.31
ORD-1439,28-10-2024,West,Office Supplies,Binders,59.04,3.81
ORD-1440,24-05-2024,South,Office Supplies,Storage,195.38,14.69
ORD-1441,09-05-2024,West,Technology,Copiers,178.45,40.67
ORD-1442,01-11-2023,East,Office Supplies,Paper,567.01,11.89
ORD-1443,26-03-2024,East,Office Supplies,Storage,237.91,36.42
ORD-1444,13-09-2024,West,Technology,Machines,1071.75,388.34
ORD-1445,20-12-2023,South,Furniture,Bookcases,101.31,-11.59
ORD-1446,11-06-2024,East,Office Supplies,Art,192.92,23.12
ORD-1447,06-05-2023,West,Furniture,Chairs,124.82,30.79
ORD-1448,21-02-2023,West,Office Supplies,Art,331.69,69.1
ORD-1449,12-09-2023,South,Technology,Machines,295.27,107.14
ORD-1450,14-08-2024,Central,Furniture,Tables,65.08,-2.3
ORD-1451,25-05-2024,South,Office Supplies,Storage,117.11,6.84
ORD-1452,24-05-2024,West,Technology,Copiers,186.65,50.42
ORD-1453,04-09-2023,West,Office Supplies,Binders,352.87,65.87
ORD-1454,16-10-2023,East,Technology,Copiers,98.42,7.54
ORD-1455,20-10-2023,East,Technology,Copiers,755.1,182.66
ORD-1456,18-05-2023,South,Technology,Copiers,214.37,28.28
ORD-1457,10-01-2024,West,Furniture,Tables,347.97,-21.05
ORD-1458,07-01-2024,East,Furniture,Furnishings,99.61,5.95
ORD-1459,17-07-2024,West,Technology,Phones,270.28,87.47
ORD-1460,12-05-2023,South,Office Supplies,Storage,75.16,0.56
ORD-1461,25-07-2024,South,Technology,Accessories,435.15,93.2
ORD-1462,08-09-2024,East,Office Supplies,Binders,84.36,11.64
ORD-1463,09-02-2023,West,Office Supplies,Art,192.36,20.74
ORD-1464,15-06-2024,East,Office Supplies,Paper,62.33,3.04
ORD-1465,02-12-2023,South,Office Supplies,Art,19.22,3.09
ORD-1466,23-09-2024,Central,Furniture,Bookcases,590.97,-50.69
ORD-1467,03-06-2024,Central,Office Supplies,Storage,120.42,22.53
ORD-1468,01-05-2024,Central,Office Supplies,Binders,89.99,14.14
ORD-1469,02-03-2024,East,Technology,Phones,287.01,54.56
ORD-1470,03-09-2024,East,Technology,Accessories,399.34,103.81
ORD-1471,22-02-2023,East,Furniture,Furnishings,186.45,-7.59
ORD-1472,01-06-2023,Central,Furniture,Chairs,69.36,14.4
ORD-1473,15-07-2023,West,Office Supplies,Paper,565.8,89.38
ORD-1474,27-02-2024,Central,Office Supplies,Art,496.72,47.68
ORD-1475,05-03-2023,Central,Office Supplies,Storage,121.88,1.83
ORD-1476,09-11-2024,East,Office Supplies,Paper,116.21,4.72
ORD-1477,15-04-2024,South,Office Supplies,Storage,119.04,19.33
ORD-1478,23-11-2024,Central,Technology,Machines,52.12,7.05
ORD-1479,16-09-2024,East,Technology,Machines,123.88,22.99
ORD-1480,25-07-2024,West,Technology,Machines,709.22,50.89
ORD-1481,23-10-2023,Central,Office Supplies,Art,103.03,24.65
ORD-1482,21-11-2023,East,Office Supplies,Storage,99.16,8.64
ORD-1483,22-10-2023,West,Office Supplies,Art,107.43,10.29
ORD-1484,09-02-2024,Central,Technology,Accessories,214.12,27.22
ORD-1485,25-10-2023,West,Technology,Phones,414.34,132.2
ORD-1486,21-12-2023,South,Office Supplies,Art,161.31,48.89
ORD-1487,08-08-2023,West,Office Supplies,Storage,82.77,8.44
ORD-1488,21-05-2023,West,Technology,Accessories,663.53,111.7
ORD-1489,06-09-2023,West,Technology,Accessories,310.46,-18.35
ORD-1490,15-10-2024,West,Furniture,Bookcases,426.21,-19.42
ORD-1491,28-04-2024,West,Technology,Phones,79.85,17.43
ORD-1492,17-07-2024,South,Furniture,Furnishings,68.27,3.16
ORD-1493,03-05-2024,Central,Technology,Machines,456.46,84.06
ORD-1494,25-11-2023,West,Furniture,Chairs,85.59,3.87
ORD-1495,29-10-2024,East,Office Supplies,Binders,135.81,34.89
ORD-1496,29-06-2023,East,Technology,Phones,131.63,-3.64
ORD-1497,11-02-2024,Central,Furniture,Bookcases,97.44,17.03
ORD-1498,08-02-2023,West,Office Supplies,Binders,39.63,3.47
ORD-1499,10-12-2023,West,Technology,Copiers,1522.14,212.23
ORD-1500,18-05-2023,South,Office Supplies,Paper,138.96,25.56
ORD-1501,26-04-2023,West,Technology,Machines,312.98,39.02
ORD-1502,10-07-2023,West,Office Supplies,Storage,298.09,76.84
ORD-1503,04-08-2024,Central,Furniture,Furnishings,125.69,9.07
ORD-1504,13-03-2024,East,Furniture,Chairs,110.54,22.76
ORD-1505,09-07-2023,South,Office Supplies,Paper,246.88,16.65
ORD-1506,07-01-2023,West,Furniture,Bookcases,169.29,-0.39
ORD-1507,04-12-2023,West,Technology,Phones,917.39,249.43
ORD-1508,25-09-2023,Central,Office Supplies,Binders,183.07,41.17
ORD-1509,14-11-2024,West,Office Supplies,Art,136.62,13.65
ORD-1510,03-12-2024,East,Technology,Machines,585.82,188.91
ORD-1511,07-12-2024,West,Technology,Machines,256.44,75.08
ORD-1512,12-01-2024,East,Furniture,Tables,528.87,140.63
ORD-1513,04-05-2024,West,Technology,Machines,442.74,136.03
ORD-1514,01-03-2024,Central,Technology,Accessories,310.2,55.51
ORD-1515,11-09-2023,Central,Office Supplies,Binders,50.03,-1.87
ORD-1516,22-06-2024,East,Technology,Phones,402.17,86.37
ORD-1517,31-07-2024,West,Technology,Accessories,414.19,71.37
ORD-1518,09-08-2024,East,Furniture,Furnishings,64.76,10.33
ORD-1519,30-04-2023,Central,Technology,Copiers,186.83,42.65
ORD-1520,04-04-2023,South,Office Supplies,Binders,248.74,27.06
ORD-1521,09-04-2024,West,Office Supplies,Binders,273.94,58.59
ORD-1522,26-07-2024,East,Technology,Phones,340.35,69.1
ORD-1523,10-02-2024,West,Furniture,Tables,317.6,-8.94
ORD-1524,15-08-2024,West,Office Supplies,Binders,285.83,0.18
ORD-1525,08-07-2024,South,Technology,Phones,248.6,92.04
ORD-1526,28-04-2024,West,Office Supplies,Paper,27.0,3.41
ORD-1527,18-10-2024,South,Office Supplies,Art,189.52,28.52
ORD-1528,19-01-2024,South,Office Supplies,Art,69.7,11.03
ORD-1529,20-01-2024,West,Technology,Accessories,261.33,30.04
ORD-1530,31-10-2024,South,Furniture,Furnishings,188.99,-22.31
ORD-1531,25-06-2024,West,Technology,Phones,108.62,26.55
ORD-1532,24-01-2023,South,Office Supplies,Art,139.1,32.88
ORD-1533,28-06-2024,East,Furniture,Furnishings,112.32,14.35
ORD-1534,21-12-2023,West,Furniture,Chairs,64.85,-5.37
ORD-1535,02-02-2023,Central,Office Supplies,Binders,196.85,17.75
ORD-1536,04-09-2023,West,Furniture,Chairs,197.27,-39.71
ORD-1537,02-04-2024,East,Technology,Phones,317.44,93.09
ORD-1538,08-09-2023,Central,Office Supplies,Paper,339.18,20.33
ORD-1539,06-07-2024,West,Technology,Phones,121.04,39.49
ORD-1540,24-05-2023,East,Furniture,Bookcases,241.96,-12.17
ORD-1541,14-08-2024,East,Office Supplies,Storage,99.11,13.36
ORD-1542,31-08-2023,West,Furniture,Tables,1181.85,326.66
ORD-1543,28-02-2024,West,Furniture,Tables,469.04,56.8
ORD-1544,03-10-2024,Central,Office Supplies,Binders,120.34,27.08
ORD-1545,19-12-2023,South,Office Supplies,Storage,100.59,8.42
ORD-1546,14-12-2024,East,Furniture,Furnishings,396.67,52.3
ORD-1547,08-07-2023,Central,Office Supplies,Paper,45.42,4.75
ORD-1548,04-11-2023,South,Furniture,Furnishings,78.71,2.66
ORD-1549,01-03-2023,East,Technology,Accessories,415.57,40.55
ORD-1550,02-02-2024,West,Furniture,Chairs,735.97,5.92
ORD-1551,05-04-2024,South,Furniture,Tables,189.12,1.01
ORD-1552,22-02-2023,West,Office Supplies,Binders,354.21,6.99
ORD-1553,16-03-2023,West,Technology,Accessories,390.61,83.63
ORD-1554,05-05-2024,West,Technology,Machines,56.19,17.04
ORD-1555,16-01-2023,West,Furniture,Chairs,207.57,23.17
ORD-1556,05-05-2024,South,Office Supplies,Paper,75.24,2.34
ORD-1557,11-02-2024,South,Office Supplies,Storage,109.98,12.96
ORD-1558,25-01-2024,East,Office Supplies,Storage,454.23,87.22
ORD-1559,25-09-2023,East,Technology,Copiers,455.62,45.64
ORD-1560,11-04-2023,Central,Technology,Machines,261.97,61.65
ORD-1561,28-07-2023,East,Office Supplies,Paper,168.72,18.89
ORD-1562,30-05-2023,West,Office Supplies,Art,149.95,22.25
ORD-1563,30-10-2023,West,Office Supplies,Art,147.94,28.57
ORD-1564,06-08-2024,South,Office Supplies,Storage,59.38,4.63
ORD-1565,21-09-2023,Central,Office Supplies,Art,119.72,-8.85
ORD-1566,16-04-2024,West,Technology,Accessories,549.34,123.44
ORD-1567,24-05-2023,Central,Office Supplies,Binders,128.86,-0.64
ORD-1568,20-06-2024,West,Technology,Phones,201.99,17.97
ORD-1569,07-01-2023,East,Technology,Accessories,398.99,98.41
ORD-1570,11-03-2023,Central,Furniture,Furnishings,162.02,-7.62
ORD-1571,18-01-2024,West,Office Supplies,Art,137.42,8.41
ORD-1572,06-11-2024,East,Furniture,Furnishings,109.76,18.89
ORD-1573,13-01-2023,West,Technology,Machines,1372.89,333.45
ORD-1574,18-01-2023,East,Office Supplies,Art,246.97,37.13
ORD-1575,03-07-2023,West,Furniture,Tables,1152.46,-90.65
ORD-1576,04-09-2023,West,Office Supplies,Storage,6.63,0.56
ORD-1577,01-10-2023,Central,Furniture,Furnishings,550.61,68.44
ORD-1578,15-04-2024,East,Technology,Accessories,916.49,311.35
ORD-1579,04-11-2023,Central,Technology,Phones,308.89,41.82
ORD-1580,06-04-2023,East,Office Supplies,Art,80.63,17.17
ORD-1581,27-02-2023,Central,Technology,Phones,113.56,26.38
ORD-1582,26-05-2024,South,Office Supplies,Storage,94.41,8.61
ORD-1583,02-08-2024,South,Technology,Phones,284.48,82.02
ORD-1584,24-08-2023,West,Technology,Copiers,461.87,47.41
ORD-1585,05-10-2023,West,Furniture,Bookcases,239.29,-0.28
ORD-1586,10-07-2024,East,Furniture,Bookcases,445.89,-75.66
ORD-1587,17-01-2023,South,Office Supplies,Art,131.85,35.58
ORD-1588,20-03-2023,West,Office Supplies,Art,352.43,63.87
ORD-1589,24-11-2024,South,Office Supplies,Paper,98.94,15.71
ORD-1590,06-12-2024,Central,Office Supplies,Storage,60.44,11.28
ORD-1591,24-02-2023,West,Furniture,Chairs,172.6,1.7
ORD-1592,15-12-2023,East,Office Supplies,Art,113.25,16.29
ORD-1593,01-12-2023,West,Furniture,Furnishings,400.41,119.12
ORD-1594,17-05-2024,West,Office Supplies,Art,70.67,9.56
ORD-1595,18-03-2024,West,Office Supplies,Art,207.42,23.57
ORD-1596,29-03-2023,Central,Furniture,Tables,227.69,42.77
ORD-1597,31-12-2024,West,Furniture,Furnishings,590.37,16.26
ORD-1598,29-12-2024,Central,Furniture,Furnishings,317.49,17.12
ORD-1599,21-11-2023,East,Furniture,Bookcases,173.65,20.76
ORD-1600,31-03-2024,East,Furniture,Tables,267.33,-12.47
ORD-1601,31-03-2023,West,Office Supplies,Art,262.63,35.06
ORD-1602,16-04-2023,West,Office Supplies,Binders,403.19,38.59
ORD-1603,03-09-2024,East,Office Supplies,Art,22.11,-1.1
ORD-1604,13-01-2023,West,Office Supplies,Binders,107.95,8.65
ORD-1605,26-07-2024,South,Technology,Accessories,383.2,108.85
ORD-1606,02-12-2024,East,Furniture,Bookcases,309.41,-5.52
ORD-1607,02-10-2023,East,Furniture,Furnishings,154.82,37.75
ORD-1608,10-10-2023,East,Office Supplies,Binders,120.89,-0.18
ORD-1609,05-01-2024,West,Furniture,Furnishings,532.04,52.38
ORD-1610,31-08-2024,East,Office Supplies,Paper,151.84,22.74
ORD-1611,08-11-2023,West,Office Supplies,Art,91.91,7.61
ORD-1612,04-12-2023,East,Office Supplies,Paper,178.45,15.67
ORD-1613,04-11-2023,West,Technology,Accessories,614.23,176.36
ORD-1614,05-05-2024,West,Technology,Machines,92.63,0.59
ORD-1615,26-10-2023,Central,Office Supplies,Paper,132.45,21.34
ORD-1616,30-11-2023,East,Technology,Copiers,430.66,117.3
ORD-1617,09-01-2024,West,Office Supplies,Paper,274.73,41.97
ORD-1618,29-11-2024,Central,Furniture,Furnishings,138.65,-9.15
ORD-1619,26-12-2024,West,Technology,Phones,476.85,148.16
ORD-1620,23-02-2024,Central,Furniture,Bookcases,152.09,12.22
ORD-1621,05-09-2023,West,Furniture,Furnishings,366.81,-5.22
ORD-1622,22-01-2024,West,Technology,Copiers,285.94,50.84
ORD-1623,19-08-2024,East,Office Supplies,Art,207.34,33.39
ORD-1624,10-07-2024,West,Technology,Phones,402.04,116.14
ORD-1625,22-04-2023,Central,Office Supplies,Storage,80.06,11.96
ORD-1626,20-06-2023,Central,Furniture,Furnishings,505.44,-89.07
ORD-1627,06-12-2023,South,Office Supplies,Binders,91.22,3.26
ORD-1628,11-04-2023,West,Office Supplies,Paper,70.65,10.9
ORD-1629,01-04-2024,East,Office Supplies,Paper,280.22,31.28
ORD-1630,20-12-2023,South,Office Supplies,Storage,100.7,12.75
ORD-1631,01-03-2024,South,Furniture,Tables,109.26,6.38
ORD-1632,23-12-2023,West,Office Supplies,Paper,369.4,54.6
ORD-1633,17-06-2024,East,Office Supplies,Art,327.08,64.77
ORD-1634,14-12-2024,East,Furniture,Chairs,300.38,38.57
ORD-1635,28-12-2024,West,Technology,Phones,1942.88,261.5
ORD-1636,24-11-2024,Central,Technology,Accessories,50.22,14.49
ORD-1637,12-06-2024,West,Furniture,Furnishings,283.0,68.9
ORD-1638,18-04-2024,West,Office Supplies,Paper,402.59,15.64
ORD-1639,10-07-2023,Central,Office Supplies,Binders,204.35,20.5
ORD-1640,20-09-2024,South,Office Supplies,Art,57.24,8.81
ORD-1641,03-02-2024,West,Furniture,Bookcases,266.34,14.71
ORD-1642,21-12-2024,Central,Furniture,Chairs,469.76,17.54
ORD-1643,03-07-2024,West,Office Supplies,Art,243.5,17.3
ORD-1644,27-04-2023,West,Technology,Machines,297.55,52.96
ORD-1645,03-09-2024,East,Office Supplies,Binders,18.8,-0.01
ORD-1646,23-12-2023,East,Office Supplies,Paper,257.47,26.68
ORD-1647,20-11-2024,Central,Furniture,Chairs,167.16,2.16
ORD-1648,19-11-2024,West,Furniture,Bookcases,130.77,14.07
ORD-1649,30-04-2023,West,Office Supplies,Art,808.3,86.64
ORD-1650,04-03-2024,East,Office Supplies,Art,243.62,11.96
ORD-1651,10-07-2023,East,Office Supplies,Paper,186.99,38.54
ORD-1652,22-07-2024,West,Furniture,Tables,390.41,0.82
ORD-1653,19-11-2023,South,Office Supplies,Storage,67.88,-1.65
ORD-1654,10-01-2023,East,Furniture,Furnishings,49.08,7.0
ORD-1655,29-07-2024,East,Office Supplies,Art,400.57,32.59
ORD-1656,01-03-2024,Central,Office Supplies,Paper,134.43,17.69
ORD-1657,26-03-2023,East,Technology,Accessories,166.11,28.76
ORD-1658,27-10-2023,West,Furniture,Bookcases,115.14,-6.51
ORD-1659,22-06-2023,Central,Office Supplies,Art,95.77,10.49
ORD-1660,16-07-2024,East,Office Supplies,Storage,163.42,26.3
ORD-1661,10-07-2024,Central,Office Supplies,Binders,106.66,3.5
ORD-1662,27-03-2024,East,Technology,Phones,656.99,144.98
ORD-1663,31-10-2024,Central,Furniture,Chairs,276.87,-6.5
ORD-1664,05-04-2024,West,Technology,Phones,394.01,81.1
ORD-1665,25-03-2024,South,Furniture,Tables,86.07,3.96
ORD-1666,03-08-2023,Central,Office Supplies,Storage,103.45,34.58
ORD-1667,28-12-2024,East,Office Supplies,Paper,105.87,14.06
ORD-1668,31-07-2023,Central,Technology,Machines,89.04,25.43
ORD-1669,29-06-2024,West,Office Supplies,Storage,396.46,27.08
ORD-1670,21-12-2024,West,Office Supplies,Binders,514.28,22.88
ORD-1671,19-05-2023,South,Technology,Phones,78.72,26.71
ORD-1672,11-10-2023,South,Furniture,Tables,130.05,-21.89
ORD-1673,13-09-2023,West,Office Supplies,Paper,160.35,35.97
ORD-1674,23-11-2024,East,Furniture,Bookcases,44.63,-3.05
ORD-1675,04-10-2024,East,Office Supplies,Binders,390.14,12.31
ORD-1676,17-02-2024,East,Furniture,Bookcases,180.81,-11.88
ORD-1677,10-04-2024,South,Office Supplies,Binders,81.92,18.42
ORD-1678,06-04-2023,Central,Office Supplies,Storage,291.38,31.45
ORD-1679,06-03-2023,Central,Office Supplies,Art,68.13,13.43
ORD-1680,05-08-2023,East,Office Supplies,Storage,418.83,113.63
ORD-1681,12-12-2023,East,Furniture,Furnishings,148.44,-1.02
ORD-1682,18-12-2023,South,Technology,Phones,276.94,52.56
ORD-1683,12-04-2023,East,Technology,Phones,359.86,68.79
ORD-1684,08-05-2023,South,Furniture,Furnishings,118.26,-19.68
ORD-1685,01-01-2023,South,Office Supplies,Paper,87.05,15.3
ORD-1686,27-10-2024,West,Technology,Machines,236.97,10.91
ORD-1687,06-04-2023,Central,Furniture,Bookcases,43.07,-4.02
ORD-1688,11-11-2024,South,Furniture,Furnishings,174.09,41.56
ORD-1689,02-10-2024,West,Office Supplies,Paper,208.75,-5.03
ORD-1690,15-03-2024,Central,Technology,Phones,138.24,10.21
ORD-1691,07-08-2023,East,Furniture,Tables,104.36,-19.57
ORD-1692,15-06-2024,Central,Furniture,Bookcases,274.99,8.08
ORD-1693,04-05-2023,South,Office Supplies,Paper,44.37,-3.66
ORD-1694,04-05-2024,West,Office Supplies,Binders,140.64,20.16
ORD-1695,16-04-2023,West,Technology,Accessories,554.46,42.72
ORD-1696,27-01-2024,Central,Technology,Accessories,298.34,58.77
ORD-1697,18-10-2024,South,Furniture,Chairs,100.43,8.08
ORD-1698,16-09-2024,Central,Office Supplies,Paper,167.27,15.23
ORD-1699,05-10-2024,Central,Technology,Copiers,258.11,67.67
ORD-1700,11-08-2023,West,Furniture,Chairs,289.49,10.15
ORD-1701,26-08-2024,Central,Office Supplies,Art,44.01,9.25
ORD-1702,19-11-2023,Central,Furniture,Chairs,160.14,-19.82
ORD-1703,12-09-2023,East,Office Supplies,Storage,77.48,5.61
ORD-1704,08-12-2024,West,Technology,Machines,1019.23,480.66
ORD-1705,30-07-2023,East,Office Supplies,Art,126.01,14.57
ORD-1706,30-10-2023,Central,Technology,Accessories,259.08,62.56
ORD-1707,21-05-2024,East,Furniture,Chairs,539.3,14.19
ORD-1708,24-06-2024,South,Furniture,Bookcases,140.32,26.65
ORD-1709,21-11-2023,West,Technology,Copiers,367.15,95.22
ORD-1710,10-01-2024,East,Furniture,Furnishings,685.42,14.41
ORD-1711,16-03-2023,West,Furniture,Bookcases,128.35,12.69
ORD-1712,09-08-2023,West,Furniture,Furnishings,805.07,-11.1
ORD-1713,02-06-2024,West,Technology,Copiers,572.51,143.88
ORD-1714,09-03-2024,Central,Furniture,Tables,237.23,32.23
ORD-1715,12-10-2023,West,Furniture,Tables,410.26,57.65
ORD-1716,09-06-2023,East,Office Supplies,Binders,230.56,35.96
ORD-1717,14-11-2023,Central,Technology,Accessories,290.64,32.5
ORD-1718,01-03-2023,West,Technology,Phones,65.98,2.42
ORD-1719,09-04-2024,East,Furniture,Tables,111.55,1.46
ORD-1720,03-05-2023,West,Furniture,Chairs,245.59,30.22
ORD-1721,17-06-2023,East,Office Supplies,Storage,154.7,8.45
ORD-1722,20-06-2023,East,Technology,Machines,236.53,49.26
ORD-1723,01-05-2023,Central,Furniture,Furnishings,37.34,-1.55
ORD-1724,06-10-2023,East,Furniture,Chairs,379.27,-9.7
ORD-1725,23-05-2024,East,Office Supplies,Art,268.67,28.07
ORD-1726,03-08-2024,West,Furniture,Chairs,93.43,3.19
ORD-1727,10-08-2024,Central,Furniture,Chairs,173.72,14.47
ORD-1728,15-02-2023,South,Furniture,Chairs,77.88,7.03
ORD-1729,28-04-2024,East,Technology,Accessories,308.53,68.17
ORD-1730,06-02-2023,East,Technology,Copiers,184.36,52.42
ORD-1731,18-08-2023,West,Office Supplies,Storage,410.36,84.05
ORD-1732,05-10-2023,Central,Office Supplies,Binders,566.7,34.51
ORD-1733,29-05-2024,Central,Furniture,Tables,299.88,-10.01
ORD-1734,12-06-2024,South,Technology,Phones,145.81,20.03
ORD-1735,21-04-2024,South,Technology,Machines,202.18,33.81
ORD-1736,02-12-2023,West,Office Supplies,Storage,195.33,10.03
ORD-1737,25-07-2023,West,Technology,Accessories,1013.07,66.27
ORD-1738,20-04-2024,East,Technology,Accessories,138.55,41.94
ORD-1739,13-07-2024,Central,Furniture,Chairs,97.9,14.89
ORD-1740,24-02-2024,West,Office Supplies,Binders,157.73,18.1
ORD-1741,10-12-2023,West,Office Supplies,Storage,570.41,133.37
ORD-1742,17-04-2023,West,Technology,Copiers,563.41,142.11
ORD-1743,18-05-2024,South,Technology,Accessories,102.67,21.44
ORD-1744,29-12-2024,West,Furniture,Tables,276.63,20.58
ORD-1745,16-06-2024,East,Technology,Copiers,217.94,40.55
ORD-1746,28-03-2023,East,Office Supplies,Art,109.02,-11.62
ORD-1747,18-03-2023,East,Furniture,Tables,215.16,-3.46
ORD-1748,31-08-2023,West,Technology,Copiers,169.37,54.79
ORD-1749,18-12-2024,South,Office Supplies,Art,89.51,15.2
ORD-1750,06-10-2023,West,Technology,Accessories,115.15,19.89
ORD-1751,21-08-2024,West,Furniture,Furnishings,496.53,-67.75
ORD-1752,22-04-2024,West,Furniture,Bookcases,414.66,84.16
ORD-1753,01-08-2023,East,Office Supplies,Binders,265.5,6.6
ORD-1754,03-04-2023,West,Office Supplies,Binders,480.22,65.01
ORD-1755,09-08-2023,South,Office Supplies,Binders,102.29,7.82
ORD-1756,29-12-2024,West,Office Supplies,Binders,154.72,-3.02
ORD-1757,24-11-2024,West,Technology,Accessories,466.45,82.63
ORD-1758,01-02-2023,South,Technology,Accessories,86.86,24.14
ORD-1759,07-04-2023,East,Technology,Accessories,18.92,3.75
ORD-1760,05-05-2023,West,Technology,Accessories,250.62,100.7
ORD-1761,14-05-2023,West,Office Supplies,Binders,203.87,36.13
ORD-1762,19-08-2024,East,Technology,Phones,439.03,77.37
ORD-1763,23-01-2023,South,Furniture,Furnishings,180.23,11.21
ORD-1764,12-05-2023,West,Technology,Machines,799.94,239.08
ORD-1765,06-05-2023,West,Office Supplies,Paper,52.62,7.04
ORD-1766,10-08-2024,East,Technology,Copiers,321.71,-8.8
ORD-1767,31-01-2023,East,Office Supplies,Storage,70.99,7.93
ORD-1768,08-08-2023,South,Furniture,Furnishings,33.78,-1.13
ORD-1769,02-06-2023,West,Office Supplies,Paper,169.51,20.62
ORD-1770,24-10-2024,West,Office Supplies,Art,205.91,21.32
ORD-1771,04-03-2023,West,Office Supplies,Art,104.08,9.37
ORD-1772,24-07-2023,Central,Technology,Accessories,166.17,39.77
ORD-1773,07-10-2024,South,Office Supplies,Binders,277.8,44.41
ORD-1774,27-01-2024,Central,Office Supplies,Art,252.58,6.67
ORD-1775,19-12-2023,South,Office Supplies,Art,200.9,20.35
ORD-1776,04-10-2023,West,Office Supplies,Paper,241.4,35.34
ORD-1777,31-01-2023,South,Technology,Phones,305.04,35.53
ORD-1778,28-04-2024,East,Technology,Accessories,930.87,189.7
ORD-1779,13-06-2023,West,Office Supplies,Storage,260.64,73.47
ORD-1780,30-06-2024,Central,Technology,Phones,212.74,60.45
ORD-1781,13-08-2023,East,Technology,Copiers,165.71,-3.51
ORD-1782,30-12-2023,South,Technology,Accessories,726.2,130.66
ORD-1783,30-06-2023,West,Office Supplies,Storage,59.77,5.12
ORD-1784,28-08-2024,West,Technology,Accessories,731.67,149.84
ORD-1785,30-07-2024,South,Technology,Copiers,252.51,101.62
ORD-1786,09-07-2024,West,Office Supplies,Binders,83.11,11.06
ORD-1787,27-02-2023,West,Furniture,Furnishings,247.59,25.03
ORD-1788,01-01-2023,West,Office Supplies,Paper,177.18,20.06
ORD-1789,15-12-2023,Central,Technology,Machines,100.2,27.25
ORD-1790,02-03-2023,West,Office Supplies,Paper,56.03,7.76
ORD-1791,24-04-2023,South,Technology,Phones,70.49,11.89
ORD-1792,18-01-2024,Central,Office Supplies,Binders,120.9,20.49
ORD-1793,11-12-2023,West,Furniture,Tables,205.57,-20.57
ORD-1794,23-03-2024,Central,Technology,Machines,319.83,78.98
ORD-1795,28-06-2023,Central,Office Supplies,Storage,195.84,16.66
ORD-1796,17-08-2023,Central,Technology,Copiers,201.6,24.27
ORD-1797,11-11-2023,Central,Furniture,Tables,211.09,29.41
ORD-1798,02-01-2023,South,Technology,Copiers,174.56,11.45
ORD-1799,04-08-2024,West,Office Supplies,Paper,63.09,-1.85
ORD-1800,16-10-2024,East,Technology,Accessories,522.98,125.85
ORD-1801,06-12-2023,Central,Furniture,Bookcases,38.61,-3.68
ORD-1802,21-06-2023,Central,Technology,Machines,346.29,16.4
ORD-1803,02-04-2024,West,Furniture,Chairs,246.01,0.28
ORD-1804,25-12-2023,West,Furniture,Chairs,382.26,-51.54
ORD-1805,19-02-2023,East,Technology,Accessories,883.78,319.68
ORD-1806,28-02-2024,East,Office Supplies,Art,166.67,30.39
ORD-1807,14-04-2023,Central,Technology,Accessories,169.78,30.75
ORD-1808,16-06-2023,East,Technology,Phones,497.04,81.47
ORD-1809,29-10-2023,West,Furniture,Chairs,80.46,7.53
ORD-1810,17-03-2023,West,Technology,Accessories,230.9,56.43
ORD-1811,18-03-2023,East,Technology,Phones,311.81,100.89
ORD-1812,13-12-2023,East,Office Supplies,Art,62.3,2.73
ORD-1813,22-12-2024,West,Technology,Accessories,574.61,12.72
